accession	accession.version	taxid	gi
GCA002438405	GCA002438405.1	176966	
GCF003062295	GCF003062295.1	203208	
GCA000512675	GCA000512675.1	229061	
GCA900551395	GCA900551395.1	229168	
GCF001076775	GCF001076775.1	213878	
GCF000730565	GCF000730565.1	134768	
GCF000378945	GCF000378945.1	221474	
GCA002898215	GCA002898215.1	217686	
GCF900107115	GCF900107115.1	163691	
GCF000275725	GCF000275725.1	167753	
GCF003228205	GCF003228205.1	180686	
GCA001918935	GCA001918935.1	169123	
GCF900199375	GCF900199375.1	164290	
GCA004297485	GCA004297485.1	220287	
GCF003726095	GCF003726095.1	166153	
GCA004555155	GCA004555155.1	221958	
GCF003173055	GCF003173055.1	189259	
GCA002352145	GCA002352145.1	203056	
GCA002424295	GCA002424295.1	218640	
GCA001791425	GCA001791425.1	202230	
GCF004801405	GCF004801405.1	204472	
GCF900105725	GCF900105725.1	231826	
GCA003973585	GCA003973585.1	236852	
GCF002257665	GCF002257665.1	228393	
GCF000760035	GCF000760035.1	207582	
GCA001683845	GCA001683845.1	196170	
GCF000243095	GCF000243095.1	234057	
GCA003133685	GCA003133685.1	174290	
GCF900129295	GCF900129295.1	237922	
GCA003216235	GCA003216235.1	215357	
GCA002309055	GCA002309055.1	211318	
GCA000091165	GCA000091165.1	212271	
GCA900547455	GCA900547455.1	202319	
GCF002849715	GCF002849715.1	178265	
GCA002790835	GCA002790835.1	188741	
GCF001264245	GCF001264245.1	158647	
GCA001767455	GCA001767455.1	188022	
GCA003218135	GCA003218135.1	160774	
GCF900172275	GCF900172275.1	201587	
GCA003696905	GCA003696905.1	224304	
GCA002704625	GCA002704625.1	198551	
GCA002729525	GCA002729525.1	210631	
GCF900184925	GCF900184925.1	213921	
GCF000611675	GCF000611675.1	173164	
GCF001718315	GCF001718315.1	146482	
GCA002783485	GCA002783485.1	216658	
GCF900128985	GCF900128985.1	185324	
GCF000615805	GCF000615805.1	175883	
GCF001875665	GCF001875665.1	195655	
GCF007004665	GCF007004665.1	207042	
GCA003566675	GCA003566675.1	176688	
GCA002426495	GCA002426495.1	216162	
GCA000437555	GCA000437555.1	182534	
GCA003599415	GCA003599415.1	237240	
GCF000246855	GCF000246855.1	180995	
GCF001293525	GCF001293525.1	228247	
GCA002328485	GCA002328485.1	180632	
GCF002261215	GCF002261215.1	213141	
GCA003220935	GCA003220935.1	180158	
GCA002731735	GCA002731735.1	161260	
GCF002735925	GCF002735925.1	209320	
GCF002015085	GCF002015085.1	131818	
GCF002902965	GCF002902965.1	145782	
GCF000251145	GCF000251145.1	190067	
GCA002368805	GCA002368805.1	167525	
GCF000493815	GCF000493815.1	239703	
GCF000022145	GCF000022145.1	185415	
GCF000716535	GCF000716535.1	151280	
GCA003696155	GCA003696155.1	202010	
GCF003384935	GCF003384935.1	190754	
GCF002088935	GCF002088935.1	196875	
GCF001761545	GCF001761545.1	179306	
GCF001426985	GCF001426985.1	184107	
GCF000341735	GCF000341735.1	189899	
GCA900455155	GCA900455155.1	141949	
GCF001027865	GCF001027865.1	214689	
GCA002307845	GCA002307845.1	198071	
GCF004217275	GCF004217275.1	222268	
GCA003250155	GCA003250155.1	186538	
GCA002708085	GCA002708085.1	205663	
GCA002305395	GCA002305395.1	209003	
GCF004919685	GCF004919685.1	187524	
GCF000687455	GCF000687455.2	199950	
GCF003990955	GCF003990955.1	182948	
GCA000431235	GCA000431235.1	211631	
GCF001435575	GCF001435575.1	180209	
GCF002272875	GCF002272875.1	214431	
GCF900109375	GCF900109375.1	233370	
GCF003175155	GCF003175155.1	149627	
GCF000517145	GCF000517145.1	220084	
GCA002705385	GCA002705385.1	222888	
GCA002706335	GCA002706335.1	236161	
GCF900103865	GCF900103865.1	229893	
GCF000272025	GCF000272025.2	200185	
GCF000752675	GCF000752675.2	147722	
GCF000720325	GCF000720325.1	236410	
GCF000230695	GCF000230695.2	168594	
GCA001788215	GCA001788215.1	194920	
GCA004557855	GCA004557855.1	162673	
GCA002383495	GCA002383495.1	170337	
GCF003467125	GCF003467125.1	190971	
GCA003249555	GCA003249555.1	202499	
GCF001678945	GCF001678945.1	179891	
GCA900552575	GCA900552575.1	208223	
GCF900107235	GCF900107235.1	210587	
GCA002684595	GCA002684595.1	231153	
GCA003597955	GCA003597955.1	201205	
GCF000185965	GCF000185965.1	234424	
GCF001969815	GCF001969815.1	193699	
GCA003155565	GCA003155565.1	233920	
GCF003319185	GCF003319185.1	201885	
GCA001767695	GCA001767695.1	204364	
GCF900148515	GCF900148515.1	181626	
GCA003564295	GCA003564295.1	210697	
GCF002056795	GCF002056795.1	238431	
GCA001777915	GCA001777915.1	148971	
GCF900104175	GCF900104175.1	223504	
GCA002352945	GCA002352945.1	229092	
GCA003151435	GCA003151435.1	177779	
GCA003209225	GCA003209225.1	213224	
GCF001902635	GCF001902635.1	213819	
GCF000313565	GCF000313565.1	159975	
GCA005777405	GCA005777405.1	220075	
GCF001021555	GCF001021555.1	180073	
GCA002387535	GCA002387535.1	218094	
GCF000497755	GCF000497755.1	212358	
GCA001795335	GCA001795335.1	229612	
GCF900095695	GCF900095695.1	194964	
GCA900313705	GCA900313705.1	205872	
GCF001263755	GCF001263755.1	173415	
GCF001939735	GCF001939735.1	225729	
GCA003554915	GCA003554915.1	205599	
GCA003242085	GCA003242085.1	196782	
GCA900637675	GCA900637675.1	111960	
GCA001899565	GCA001899565.1	188867	
GCA003056085	GCA003056085.1	177933	
GCF001050345	GCF001050345.1	199236	
GCF001598215	GCF001598215.1	214940	
GCA002309455	GCA002309455.1	198013	
GCF000426565	GCF000426565.1	181835	
GCF000265365	GCF000265365.1	164986	
GCA001723765	GCA001723765.1	233024	
GCF001592245	GCF001592245.1	189680	
GCF002901215	GCF002901215.1	222748	
GCF000342125	GCF000342125.1	202646	
GCF005885815	GCF005885815.1	194916	
GCF900092135	GCF900092135.1	217865	
GCA002385815	GCA002385815.1	184512	
GCF000181475	GCF000181475.1	176112	
GCF002355575	GCF002355575.1	188452	
GCA900550395	GCA900550395.1	204215	
GCA002372175	GCA002372175.1	197464	
GCA005080885	GCA005080885.1	234761	
GCF002813775	GCF002813775.1	205286	
GCF001940455	GCF001940455.1	231522	
GCA001310675	GCA001310675.1	222728	
GCF002095435	GCF002095435.2	235259	
GCF003386205	GCF003386205.1	197582	
GCA003694355	GCA003694355.1	230578	
GCF003352185	GCF003352185.1	150549	
GCA900547185	GCA900547185.1	201074	
GCF000970455	GCF000970455.1	211914	
GCF000225525	GCF000225525.1	213101	
GCF003129465	GCF003129465.1	197629	
GCF004614185	GCF004614185.1	221448	
GCA002483305	GCA002483305.1	196590	
GCF900116865	GCF900116865.1	206743	
GCA900540475	GCA900540475.1	215954	
GCA004356455	GCA004356455.1	190993	
GCF001543105	GCF001543105.1	163407	
GCA002308555	GCA002308555.1	214337	
GCF002102355	GCF002102355.1	190673	
GCF002356335	GCF002356335.1	221492	
GCF000418325	GCF000418325.1	179769	
GCF002019795	GCF002019795.1	194807	
GCF003284585	GCF003284585.1	237269	
GCF001426645	GCF001426645.1	177763	
GCF000374285	GCF000374285.1	221635	
GCF000176135	GCF000176135.1	143042	
GCA002413785	GCA002413785.1	168427	
GCA003216075	GCA003216075.1	215528	
GCF001673405	GCF001673405.1	217756	
GCF002920575	GCF002920575.1	238024	
GCA003152595	GCA003152595.1	194276	
GCA002937555	GCA002937555.1	201225	
GCA900549915	GCA900549915.1	204767	
GCA001779915	GCA001779915.1	232724	
GCA003528115	GCA003528115.1	173355	
GCF002355395	GCF002355395.1	222026	
GCA007123575	GCA007123575.1	164308	
GCF900114845	GCF900114845.1	171713	
GCF000577275	GCF000577275.1	194040	
GCF005849285	GCF005849285.1	183112	
GCF002154895	GCF002154895.1	148177	
GCF004166885	GCF004166885.1	170810	
GCF001894945	GCF001894945.1	142997	
GCF002958735	GCF002958735.1	203613	
GCF000520715	GCF000520715.1	196572	
GCF005405105	GCF005405105.1	226011	
GCF000826655	GCF000826655.1	199862	
GCA900320735	GCA900320735.1	219960	
GCF003943515	GCF003943515.1	202435	
GCF002086695	GCF002086695.1	209195	
GCF000243395	GCF000243395.2	237525	
GCA002343425	GCA002343425.1	190031	
GCF002812125	GCF002812125.1	185459	
GCF003350445	GCF003350445.1	186846	
GCF001913705	GCF001913705.1	201844	
GCF000429665	GCF000429665.1	221973	
GCF000169395	GCF000169395.1	223882	
GCF005696555	GCF005696555.1	174982	
GCA005880395	GCA005880395.1	183794	
GCA000436535	GCA000436535.1	191361	
GCA001897105	GCA001897105.1	197333	
GCF001402915	GCF001402915.1	206796	
GCA900549025	GCA900549025.1	172082	
GCA005793655	GCA005793655.1	181673	
GCA002314775	GCA002314775.1	236934	
GCF000671395	GCF000671395.1	217688	
GCF000633355	GCF000633355.1	193680	
GCA003157225	GCA003157225.1	196935	
GCF000682695	GCF000682695.1	234976	
GCF000215705	GCF000215705.1	200867	
GCF002082135	GCF002082135.1	143695	
GCA900546715	GCA900546715.1	236129	
GCA000715855	GCA000715855.1	236183	
GCA900546335	GCA900546335.1	216531	
GCF900117455	GCF900117455.1	203785	
GCF000765145	GCF000765145.1	230317	
GCF001618885	GCF001618885.1	151232	
GCA002254365	GCA002254365.1	204962	
GCF000472385	GCF000472385.1	212008	
GCA001771735	GCA001771735.1	233630	
GCA004557405	GCA004557405.1	210439	
GCA002409965	GCA002409965.1	157870	
GCA003281335	GCA003281335.1	212196	
GCF006088715	GCF006088715.1	226561	
GCF900142435	GCF900142435.1	209023	
GCA003242205	GCA003242205.1	212158	
GCF004801635	GCF004801635.1	163318	
GCF000383475	GCF000383475.1	167588	
GCF001008345	GCF001008345.1	230540	
GCA003514205	GCA003514205.1	223821	
GCA002413455	GCA002413455.1	211308	
GCA900317445	GCA900317445.1	205109	
GCA002898935	GCA002898935.1	237092	
GCF003234855	GCF003234855.1	228181	
GCF006539525	GCF006539525.1	154244	
GCA900546485	GCA900546485.1	224842	
GCF900162685	GCF900162685.1	208852	
GCA003244205	GCA003244205.1	230980	
GCF003325355	GCF003325355.1	195792	
GCF002154465	GCF002154465.1	152258	
GCA002438125	GCA002438125.1	236722	
GCF900143535	GCF900143535.1	215536	
GCF900104135	GCF900104135.1	179936	
GCF001042695	GCF001042695.1	177599	
GCF000787385	GCF000787385.1	225990	
GCA003249105	GCA003249105.1	232822	
GCA002731275	GCA002731275.1	169108	
GCF002288365	GCF002288365.1	213642	
GCA002469765	GCA002469765.1	196284	
GCF002096845	GCF002096845.1	238142	
GCA900546445	GCA900546445.1	185241	
GCF004152865	GCF004152865.1	190253	
GCF900142135	GCF900142135.1	217565	
GCF004348435	GCF004348435.1	194077	
GCA900545745	GCA900545745.1	219147	
GCA002292015	GCA002292015.1	217909	
GCA002205615	GCA002205615.1	217113	
GCF002288065	GCF002288065.1	233141	
GCF000215745	GCF000215745.1	115699	
GCA005240095	GCA005240095.1	203426	
GCF006757745	GCF006757745.1	126676	
GCF000250735	GCF000250735.1	220034	
GCA002440885	GCA002440885.1	208939	
GCF003947175	GCF003947175.1	177977	
GCA003343995	GCA003343995.1	194990	
GCA003233475	GCA003233475.1	199479	
GCF002108455	GCF002108455.1	208672	
GCF900105505	GCF900105505.1	145122	
GCF001761365	GCF001761365.1	191196	
GCA900555295	GCA900555295.1	221251	
GCF003344365	GCF003344365.2	227534	
GCF002332285	GCF002332285.1	183769	
GCF000420625	GCF000420625.1	228034	
GCA001793235	GCA001793235.1	187048	
GCA900320995	GCA900320995.1	224897	
GCF001758785	GCF001758785.1	239776	
GCF001422885	GCF001422885.1	211186	
GCA002396665	GCA002396665.1	228541	
GCA003283685	GCA003283685.1	235150	
GCA002713975	GCA002713975.1	236755	
GCA001817345	GCA001817345.1	195105	
GCA003138975	GCA003138975.1	217734	
GCF000452245	GCF000452245.2	185682	
GCF004016525	GCF004016525.1	205999	
GCF900556885	GCF900556885.1	222439	
GCF000496075	GCF000496075.1	230767	
GCA002898575	GCA002898575.1	224201	
GCA007131065	GCA007131065.1	221609	
GCA002493635	GCA002493635.1	173750	
GCF003576595	GCF003576595.1	152542	
GCF002844555	GCF002844555.1	229975	
GCF001667275	GCF001667275.1	159716	
GCF001424195	GCF001424195.1	217408	
GCA002392965	GCA002392965.1	205711	
GCF003072125	GCF003072125.1	217623	
GCA900549195	GCA900549195.1	201149	
GCF900104015	GCF900104015.1	163275	
GCF001885615	GCF001885615.1	228096	
GCF001311785	GCF001311785.1	186898	
GCA005790605	GCA005790605.1	189888	
GCF900166625	GCF900166625.1	219173	
GCF002015035	GCF002015035.1	154430	
GCF000199675	GCF000199675.1	205304	
GCA002390025	GCA002390025.1	225287	
GCA001508835	GCA001508835.1	196850	
GCA002440125	GCA002440125.1	171121	
GCF000428925	GCF000428925.1	171472	
GCA002317435	GCA002317435.1	229106	
GCF003026105	GCF003026105.1	152291	
GCF005145045	GCF005145045.1	176690	
GCF002014825	GCF002014825.1	194966	
GCF003429285	GCF003429285.1	180022	
GCA900318355	GCA900318355.1	210855	
GCA900542935	GCA900542935.1	202983	
GCF000209655	GCF000209655.1	216144	
GCF000758305	GCF000758305.1	192771	
GCF900142465	GCF900142465.1	154128	
GCF004000785	GCF004000785.1	186408	
GCF000422985	GCF000422985.1	222575	
GCA002367285	GCA002367285.1	197972	
GCF001672775	GCF001672775.1	212022	
GCA002366685	GCA002366685.1	211689	
GCF900640115	GCF900640115.1	216848	
GCA002702895	GCA002702895.1	235855	
GCF001029265	GCF001029265.1	183722	
GCA003250355	GCA003250355.1	195204	
GCF000971215	GCF000971215.1	238417	
GCA002367355	GCA002367355.1	225384	
GCA900549875	GCA900549875.1	200436	
GCF002930105	GCF002930105.1	220883	
GCF003951975	GCF003951975.1	205790	
GCA003538615	GCA003538615.1	199758	
GCA002700365	GCA002700365.1	178288	
GCF004208515	GCF004208515.1	187678	
GCF900582625	GCF900582625.1	165254	
GCF900467185	GCF900467185.1	223615	
GCA007119835	GCA007119835.1	175376	
GCF003612345	GCF003612345.1	169364	
GCA002712105	GCA002712105.1	218315	
GCF002240565	GCF002240565.1	154205	
GCA002733485	GCA002733485.1	229239	
GCA002690875	GCA002690875.1	227783	
GCA004558975	GCA004558975.1	238504	
GCA001873945	GCA001873945.1	161413	
GCF900555675	GCF900555675.1	213870	
GCF001423965	GCF001423965.1	142553	
GCA002163005	GCA002163005.1	238902	
GCA002391525	GCA002391525.1	223231	
GCA003599015	GCA003599015.1	212753	
GCF000422505	GCF000422505.1	190138	
GCF003636935	GCF003636935.1	167511	
GCF002749895	GCF002749895.1	231388	
GCF000308255	GCF000308255.2	178820	
GCF003860345	GCF003860345.1	177682	
GCF000153125	GCF000153125.2	237748	
GCF001659705	GCF001659705.1	215521	
GCF003245365	GCF003245365.1	227366	
GCA002781125	GCA002781125.1	232397	
GCF001592935	GCF001592935.1	217703	
GCF001648025	GCF001648025.1	234231	
GCA002386405	GCA002386405.1	225911	
GCF900637655	GCF900637655.1	151829	
GCA002325765	GCA002325765.1	234613	
GCA002698985	GCA002698985.1	217937	
GCF003611455	GCF003611455.1	231364	
GCF900141895	GCF900141895.1	229768	
GCA002843155	GCA002843155.1	228163	
GCA002786595	GCA002786595.1	213953	
GCA900319365	GCA900319365.1	157670	
GCF004332295	GCF004332295.1	207633	
GCF003144395	GCF003144395.1	178093	
GCF001298445	GCF001298445.1	195213	
GCF001613225	GCF001613225.1	225881	
GCF000717475	GCF000717475.1	227230	
GCA002715265	GCA002715265.1	193951	
GCA002683775	GCA002683775.1	199563	
GCA005887685	GCA005887685.1	189885	
GCF003605145	GCF003605145.1	165878	
GCF900106065	GCF900106065.1	135315	
GCA002706025	GCA002706025.1	154591	
GCF003931895	GCF003931895.1	228802	
GCA002786915	GCA002786915.1	179325	
GCA000996205	GCA000996205.1	238757	
GCF003259005	GCF003259005.1	201344	
GCA000991415	GCA000991415.1	156845	
GCA003244175	GCA003244175.1	207953	
GCA001604215	GCA001604215.1	239207	
GCF000521565	GCF000521565.1	161777	
GCF001578935	GCF001578935.1	174033	
GCA001603105	GCA001603105.1	219648	
GCA002449595	GCA002449595.1	210991	
GCF001661915	GCF001661915.1	213780	
GCF000373105	GCF000373105.1	213427	
GCF001375515	GCF001375515.1	220933	
GCA003388715	GCA003388715.1	203674	
GCF000620065	GCF000620065.1	217087	
GCA002315195	GCA002315195.1	237616	
GCF000260435	GCF000260435.1	151119	
GCF900102015	GCF900102015.1	216416	
GCA002163135	GCA002163135.1	236274	
GCF004053875	GCF004053875.1	222589	
GCF000648235	GCF000648235.2	176072	
GCF003063375	GCF003063375.1	230824	
GCA002728135	GCA002728135.1	187167	
GCA003554345	GCA003554345.1	217280	
GCF001026905	GCF001026905.1	219664	
GCA002449585	GCA002449585.1	234075	
GCF006704125	GCF006704125.1	223380	
GCF900108405	GCF900108405.1	228028	
GCF001424265	GCF001424265.1	214488	
GCA001724175	GCA001724175.1	226476	
GCF003333325	GCF003333325.1	199763	
GCF001688725	GCF001688725.2	174592	
GCA002790635	GCA002790635.1	205542	
GCF000447675	GCF000447675.1	159863	
GCF001435445	GCF001435445.1	173314	
GCF002417665	GCF002417665.1	160322	
GCF900472395	GCF900472395.1	179223	
GCA001643475	GCA001643475.1	169143	
GCA001304935	GCA001304935.1	164596	
GCA002359055	GCA002359055.1	200344	
GCF001302245	GCF001302245.1	231441	
GCF000375345	GCF000375345.1	146088	
GCF001663815	GCF001663815.1	229873	
GCF003591485	GCF003591485.1	237155	
GCA003446295	GCA003446295.1	225521	
GCF002837185	GCF002837185.1	177346	
GCF000612545	GCF000612545.1	236381	
GCF002374835	GCF002374835.1	171220	
GCF003702045	GCF003702045.1	215155	
GCF002008345	GCF002008345.1	166850	
GCA900472675	GCA900472675.1	233815	
GCA900321535	GCA900321535.1	215958	
GCF000007665	GCF000007665.1	184019	
GCF000715495	GCF000715495.1	237416	
GCF002911695	GCF002911695.1	213516	
GCF006494415	GCF006494415.1	186147	
GCF003201605	GCF003201605.1	233480	
GCA003213355	GCA003213355.1	228112	
GCA002306005	GCA002306005.1	229682	
GCF000285575	GCF000285575.1	190916	
GCF003946485	GCF003946485.1	235603	
GCF004366075	GCF004366075.1	174641	
GCF900172365	GCF900172365.1	224384	
GCA002694465	GCA002694465.1	189648	
GCA003252135	GCA003252135.1	217695	
GCF000008625	GCF000008625.1	201709	
GCA001767915	GCA001767915.1	182352	
GCF003096315	GCF003096315.1	172736	
GCA004376545	GCA004376545.1	199074	
GCF002240035	GCF002240035.1	219204	
GCA003165315	GCA003165315.1	222870	
GCA003567255	GCA003567255.1	207179	
GCA002898335	GCA002898335.1	209092	
GCF000018605	GCF000018605.1	158331	
GCA005237295	GCA005237295.1	232016	
GCA000432255	GCA000432255.1	188171	
GCA002718095	GCA002718095.1	162662	
GCF003096095	GCF003096095.1	180588	
GCF900105195	GCF900105195.1	143177	
GCF001665685	GCF001665685.1	230071	
GCF000312565	GCF000312565.1	217728	
GCA900545725	GCA900545725.1	222059	
GCA002417975	GCA002417975.1	189359	
GCA002358835	GCA002358835.1	227775	
GCA002722315	GCA002722315.1	192799	
GCF001027545	GCF001027545.1	198169	
GCF001544695	GCF001544695.2	231256	
GCA003635185	GCA003635185.1	195380	
GCF006715085	GCF006715085.1	228784	
GCA002383605	GCA002383605.1	182761	
GCF001294205	GCF001294205.1	232972	
GCA006227085	GCA006227085.1	238153	
GCA005879985	GCA005879985.1	191791	
GCA002345625	GCA002345625.1	221016	
GCA003444615	GCA003444615.1	235687	
GCF002959895	GCF002959895.1	189615	
GCF900637185	GCF900637185.1	161904	
GCA002431305	GCA002431305.1	193878	
GCA001067655	GCA001067655.1	201348	
GCA002238685	GCA002238685.1	209977	
GCF004769665	GCF004769665.1	195440	
GCF000739635	GCF000739635.1	232240	
GCA002699125	GCA002699125.1	238374	
GCA002705445	GCA002705445.1	235569	
GCF000286315	GCF000286315.1	233550	
GCA005880525	GCA005880525.1	173783	
GCF000722705	GCF000722705.1	232141	
GCA004552395	GCA004552395.1	225713	
GCF000425665	GCF000425665.1	216205	
GCF003315195	GCF003315195.1	151585	
GCF002382885	GCF002382885.1	233286	
GCF900113965	GCF900113965.1	236574	
GCA003029705	GCA003029705.1	210243	
GCF000741765	GCF000741765.1	172868	
GCA003278095	GCA003278095.1	201704	
GCF002504165	GCF002504165.1	168762	
GCA001825395	GCA001825395.1	174057	
GCF002557795	GCF002557795.1	194935	
GCF000316195	GCF000316195.1	172806	
GCF000189295	GCF000189295.2	226779	
GCA002721785	GCA002721785.1	192923	
GCF001544755	GCF001544755.2	195927	
GCA002753665	GCA002753665.1	201386	
GCA003452005	GCA003452005.1	182418	
GCF003814915	GCF003814915.1	207635	
GCF002238335	GCF002238335.1	187044	
GCF900167275	GCF900167275.1	236046	
GCA000997405	GCA000997405.1	171485	
GCF003344765	GCF003344765.1	222703	
GCF900111985	GCF900111985.1	202942	
GCA002393575	GCA002393575.1	192035	
GCF900312815	GCF900312815.1	211806	
GCF002093545	GCF002093545.1	182068	
GCF004331995	GCF004331995.1	223245	
GCA002688105	GCA002688105.1	232592	
GCA005790965	GCA005790965.1	176662	
GCA003214215	GCA003214215.1	198812	
GCF006715005	GCF006715005.1	217932	
GCF001547895	GCF001547895.1	166695	
GCF900470965	GCF900470965.1	224996	
GCF002251855	GCF002251855.1	202956	
GCA000970895	GCA000970895.1	225273	
GCF000375585	GCF000375585.1	162693	
GCF000717055	GCF000717055.1	174960	
GCF000799165	GCF000799165.1	221328	
GCF000759475	GCF000759475.1	173977	
GCA005808865	GCA005808865.1	183095	
GCA003142435	GCA003142435.1	219326	
GCF900116345	GCF900116345.1	226391	
GCF900239485	GCF900239485.1	188299	
GCF900156545	GCF900156545.1	190176	
GCA002483345	GCA002483345.1	235918	
GCA002711715	GCA002711715.1	229403	
GCF900128495	GCF900128495.1	238573	
GCA003584895	GCA003584895.1	226246	
GCA003451785	GCA003451785.1	218534	
GCF001404975	GCF001404975.1	211613	
GCA001916055	GCA001916055.1	176796	
